ENSG	Symbol	Mapping	DrugBank
ENSG00000146833	TRIM4	eQTLcatalogue/CEDAR_B-cell_CD19:eQTLcatalogue/CEDAR_monocyte_CD14:eQTLcatalogue/CEDAR_T-cell_CD4:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Spleen	NA
ENSG00000087077	TRIP6	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cerebellum	NA
ENSG00000130529	TRPM4	eQTLGen_trans_eQTLs	NA
ENSG00000166925	TSC22D4	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000106537	TSPAN13	eQTLGen_trans_eQTLs	NA
ENSG00000157570	TSPAN18	eQTLGen_trans_eQTLs	NA
ENSG00000214063	TSPAN4	eQTLGen_trans_eQTLs	NA
ENSG00000011105	TSPAN9	eQTLGen_trans_eQTLs	NA
ENSG00000112212	TSPO2	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000184281	TSSC4	eQTLGen_trans_eQTLs	NA
ENSG00000239264	TXNDC5	eQTLGen_trans_eQTLs	NA
ENSG00000200318	U3	Positional	NA
ENSG00000198833	UBE2J1	eQTLGen_trans_eQTLs	NA
ENSG00000156587	UBE2L6	eQTLGen_trans_eQTLs	NA
ENSG00000159202	UBE2Z	eQTLGen_trans_eQTLs	NA
ENSG00000110344	UBE4A	eQTLGen_trans_eQTLs	NA
ENSG00000176125	UFSP1	eQTLGen_cis_eQTLs	NA
ENSG00000136731	UGGT1	eQTLcatalogue/Fairfax_2014_naive	NA
ENSG00000124602	UNC5CL	Positional;eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	NA
ENSG00000140455	USP3	eQTLGen_cis_eQTLs	NA
ENSG00000129204	USP6	Positional;PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood	NA
ENSG00000148429	USP6NL	Positional;eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000137411	VARS2	CMC_SVA_trans	NA
ENSG00000125753	VASP	Positional;eQTLcatalogue/Fairfax_2012_B-cell_CD19:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Kasela_2017_T-cell_CD4:eQTLGen_cis_eQTLs:eQTLGen_trans_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000249654	VN1R104P	Positional	NA
ENSG00000128218	VPREB3	eQTLGen_trans_eQTLs	NA
ENSG00000160948	VPS28	eQTLGen_cis_eQTLs	NA
ENSG00000223501	VPS52	CMC_SVA_cis:CMC_NoSVA_cis:BRAINEAC/FCTX:BRAINEAC/aveALL:GTEx/v8/Brain_Cortex	NA
ENSG00000186806	VSIG10L	eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000204396	VWA7	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs	NA
ENSG00000146530	VWDE	PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis	NA
ENSG00000065268	WDR18	eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Spleen	NA
ENSG00000136709	WDR33	GTEx/v8/Whole_Blood	NA
ENSG00000154764	WNT7A	eQTLGen_trans_eQTLs	NA
ENSG00000100219	XBP1	eQTLGen_trans_eQTLs	NA
ENSG00000124571	XPO5	eQTLGen_trans_eQTLs	NA
ENSG00000143324	XPR1	eQTLGen_trans_eQTLs	NA
ENSG00000196419	XRCC6	eQTLGen_trans_eQTLs	NA
ENSG00000225914	XXbac-BPG154L12.4	Positional;eQTLcatalogue/BrainSeq_ge_brain:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Spleen	NA
ENSG00000272221	XXbac-BPG181B23.7	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/Lepik_2017_ge_blood:GTEx/v8/Whole_Blood	NA
ENSG00000271581	XXbac-BPG248L24.12	GTEx/v8/Whole_Blood:GTEx/v8/Brain_Cerebellum	NA
ENSG00000241287	XXbac-BPG254F23.6	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000232080	XXbac-BPG254F23.7	Positional	NA
ENSG00000180667	YOD1	CMC_SVA_cis	NA
ENSG00000199762	Y_RNA	Positional	NA
ENSG00000201913	Y_RNA	Positional	NA
ENSG00000223187	Y_RNA	Positional	NA
ENSG00000200090	Y_RNA	Positional;BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000146839	ZAN	BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000204366	ZBTB12	GTEx/v8/Whole_Blood	NA
ENSG00000236104	ZBTB22	eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cortex	NA
ENSG00000213588	ZBTB9	CMC_SVA_cis:CMC_NoSVA_cis	NA
ENSG00000078487	ZCWPW1	Positional;eQTLcatalogue/Fairfax_2012_B-cell_CD19:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000180787	ZFP3	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000106261	ZKSCAN1	Positional;eQTLcatalogue/BLUEPRINT_ge_neutrophil:eQTLcatalogue/CEDAR_T-cell_CD8:eQTLcatalogue/Quach_2016_ge_monocyte_naive:eQTLGen_cis_eQTLs:CMC_SVA_cis:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000196652	ZKSCAN5	eQTLGen_cis_eQTLs	NA
ENSG00000062370	ZNF112	Positional;GTEx/v8/Brain_Anterior_cingulate_cortex_BA24	NA
ENSG00000204920	ZNF155	Positional;PsychENCODE_eQTLs	NA
ENSG00000167384	ZNF180	Positional;PsychENCODE_eQTLs:CMC_SVA_cis	NA
ENSG00000159885	ZNF222	Positional;eQTLcatalogue/Schwartzentruber_2018_ge_sensory_neuron	NA
ENSG00000267022	ZNF223	Positional	NA
ENSG00000178386	ZNF223	Positional	NA
ENSG00000267680	ZNF224	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000167380	ZNF226	Positional;PsychENCODE_eQTLs:CMC_SVA_cis	NA
ENSG00000131115	ZNF227	Positional;PsychENCODE_eQTLs	NA
ENSG00000167383	ZNF229	Positional	NA
ENSG00000159882	ZNF230	Positional	NA
ENSG00000167840	ZNF232	Positional;eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Caudate_basal_ganglia	NA
ENSG00000159915	ZNF233	Positional	NA
ENSG00000263002	ZNF234	Positional;eQTLGen_cis_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere	NA
ENSG00000159917	ZNF235	Positional;PsychENCODE_eQTLs	NA
ENSG00000186026	ZNF284	Positional;CMC_NoSVA_cis	NA
ENSG00000267508	ZNF285	Positional;eQTLcatalogue/Schwartzentruber_2018_ge_sensory_neuron:PsychENCODE_eQTLs	NA
ENSG00000170684	ZNF296	Positional;eQTLcatalogue/BrainSeq_ge_brain:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia	NA
ENSG00000166526	ZNF3	Positional;eQTLGen_cis_eQTLs	NA
ENSG00000138311	ZNF365	eQTLGen_trans_eQTLs	NA
ENSG00000176222	ZNF404	Positional;PsychENCODE_eQTLs:BRAINEAC/TCTX	NA
ENSG00000259738	ZNF444P1	Positional	NA
ENSG00000124459	ZNF45	Positional;CMC_SVA_cis:CMC_NoSVA_cis	NA
ENSG00000176472	ZNF575	Positional;eQTLcatalogue/Kasela_2017_T-cell_CD4	NA
ENSG00000198740	ZNF652	Positional;eQTLcatalogue/Alasoo_2018_ge_macrophage_naive:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel	NA
ENSG00000171161	ZNF672	eQTLGen_trans_eQTLs	NA
ENSG00000181135	ZNF707	GTEx/v8/Brain_Anterior_cingulate_cortex_BA24	NA
ENSG00000198556	ZNF789	eQTLcatalogue/CEDAR_neutrophil_CD15	NA
ENSG00000166529	ZSCAN21	Positional;eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/Fairfax_2014_naive:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:xQTLServer_eQTLs:CMC_SVA_cis:CMC_NoSVA_cis:GTEx/v8/Brain_Hypothalamus	NA
ENSG00000159840	ZYX	Positional;eQTLcatalogue/CEDAR_neutrophil_CD15:eQTLcatalogue/Lepik_2017_ge_blood:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood	DB11638
ENSG00000252447	snoU13	Positional	NA
ENSG00000238666	snoU13	Positional	NA
ENSG00000239100	snoU13	Positional	NA
ENSG00000238294	snoU13	Positional	NA
ENSG00000252200	snoZ6	Positional	NA
